<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<VAL>,<COUNT>,<PREVIOUS>,<COL1>,<COL2>,<TIME>,<TSEClose>,<MarketValue>,<ShareCount>,,<OPENMarketValue>,<HIGHMarketValue>,<LOWMarketValue>,<CloseMarketValue>,<TseCloseMarketValue>,TradedOfTotalMarket
ABAD,d,20061010,0,756,782,753,762,150263,409188131,62,767,آباد,13850718,0,762,1.14E+11,150000000,,1.134E+11,1.173E+11,1.1295E+11,1.143E+11,1.143E+11,5.576
ABAD,d,20061011,0,777,777,747,760,551683,1493459236,87,762,آباد,13850719,0,760,1.14E+11,150000000,,1.1655E+11,1.1655E+11,1.1205E+11,1.14E+11,1.14E+11,5.58
ABAD,d,20061014,0,757,760,745,755,90206,242815656,44,760,آباد,13850722,0,755,1.13E+11,150000000,,1.1355E+11,1.14E+11,1.1175E+11,1.1325E+11,1.1325E+11,5.581
ABAD,d,20061016,0,763,763,740,742,668440,1786672288,65,755,آباد,13850724,0,742,1.11E+11,150000000,,1.1445E+11,1.1445E+11,1.11E+11,1.113E+11,1.113E+11,5.585
ABAD,d,20061017,0,757,757,753,756,113728,307552621,41,742,آباد,13850725,0,756,1.13E+11,150000000,,1.1355E+11,1.1355E+11,1.1295E+11,1.134E+11,1.134E+11,5.586
ABAD,d,20061018,0,742,751,741,745,176428,469725894,35,756,آباد,13850726,0,745,1.12E+11,150000000,,1.113E+11,1.1265E+11,1.1115E+11,1.1175E+11,1.1175E+11,5.587
ABAD,d,20061021,0,760,760,742,752,65637,177941402,27,745,آباد,13850729,0,752,1.13E+11,150000000,,1.14E+11,1.14E+11,1.113E+11,1.128E+11,1.128E+11,5.588
ABAD,d,20061022,0,760,767,760,760,68424,187401240,25,752,آباد,13850730,0,760,1.14E+11,150000000,,1.14E+11,1.1505E+11,1.14E+11,1.14E+11,1.14E+11,5.588
ABAD,d,20061023,0,776,776,776,776,279266,773846086,61,760,آباد,13850801,0,776,1.16E+11,150000000,,1.164E+11,1.164E+11,1.164E+11,1.164E+11,1.164E+11,5.59
ABAD,d,20061028,0,775,790,764,775,59970,165863020,13,776,آباد,13850806,0,775,1.16E+11,150000000,,1.1625E+11,1.185E+11,1.146E+11,1.1625E+11,1.1625E+11,5.59
ABAD,d,20061029,0,761,786,759,768,62933,171249437,31,775,آباد,13850807,0,768,1.15E+11,150000000,,1.1415E+11,1.179E+11,1.1385E+11,1.152E+11,1.152E+11,5.591
ABAD,d,20061030,0,755,783,753,767,21217,58076949,13,768,آباد,13850808,0,767,1.15E+11,150000000,,1.1325E+11,1.1745E+11,1.1295E+11,1.1505E+11,1.1505E+11,5.591
ABAD,d,20061031,0,767,783,753,776,186398,516860091,45,767,آباد,13850809,0,776,1.16E+11,150000000,,1.1505E+11,1.1745E+11,1.1295E+11,1.164E+11,1.164E+11,5.592
ABAD,d,20061101,0,766,775,762,775,7735,21151575,11,776,آباد,13850810,0,775,1.16E+11,150000000,,1.149E+11,1.1625E+11,1.143E+11,1.1625E+11,1.1625E+11,5.592
ABAD,d,20061104,0,775,784,775,779,67717,189273098,15,775,آباد,13850813,0,779,1.17E+11,150000000,,1.1625E+11,1.176E+11,1.1625E+11,1.1685E+11,1.1685E+11,5.593
ABAD,d,20061105,0,784,791,767,788,539475,1522471394,30,779,آباد,13850814,0,788,1.18E+11,150000000,,1.176E+11,1.1865E+11,1.1505E+11,1.182E+11,1.182E+11,5.596
ABAD,d,20061106,0,784,789,778,784,175610,492008934,33,788,آباد,13850815,0,784,1.18E+11,150000000,,1.176E+11,1.1835E+11,1.167E+11,1.176E+11,1.176E+11,5.597
ABAD,d,20061107,0,784,784,770,781,54922,152659731,16,784,آباد,13850816,0,781,1.17E+11,150000000,,1.176E+11,1.176E+11,1.155E+11,1.1715E+11,1.1715E+11,5.598
ABAD,d,20061108,0,784,784,781,782,1556250,4343707299,26,781,آباد,13850817,0,782,1.17E+11,150000000,,1.176E+11,1.176E+11,1.1715E+11,1.173E+11,1.173E+11,5.608
ABAD,d,20061111,0,782,782,769,780,36590,101450733,11,782,آباد,13850820,0,780,1.17E+11,150000000,,1.173E+11,1.173E+11,1.1535E+11,1.17E+11,1.17E+11,5.608
ABAD,d,20061112,0,773,792,765,772,73963,202847887,33,780,آباد,13850821,0,772,1.16E+11,150000000,,1.1595E+11,1.188E+11,1.1475E+11,1.158E+11,1.158E+11,5.609
ABAD,d,20061113,0,757,788,757,778,651616,1807591505,76,772,آباد,13850822,0,778,1.17E+11,150000000,,1.1355E+11,1.182E+11,1.1355E+11,1.167E+11,1.167E+11,5.613
ABAD,d,20061125,0,740,762,740,756,58700,150117960,10,823,آباد,13850904,0,756,1.13E+11,150000000,,1.11E+11,1.143E+11,1.11E+11,1.134E+11,1.134E+11,5.614
ABAD,d,20061126,0,772,772,761,761,32713,85315134,9,756,آباد,13850905,0,761,1.14E+11,150000000,,1.158E+11,1.158E+11,1.1415E+11,1.1415E+11,1.1415E+11,5.614
ABAD,d,20061127,0,776,776,767,767,51398,134765266,16,761,آباد,13850906,0,767,1.15E+11,150000000,,1.164E+11,1.164E+11,1.1505E+11,1.1505E+11,1.1505E+11,5.614
ABAD,d,20061128,0,782,782,782,782,149408,395030992,38,767,آباد,13850907,0,782,1.17E+11,150000000,,1.173E+11,1.173E+11,1.173E+11,1.173E+11,1.173E+11,5.615
ABAD,d,20061129,0,775,781,769,780,30873,80906841,16,782,آباد,13850908,0,780,1.17E+11,150000000,,1.1625E+11,1.1715E+11,1.1535E+11,1.17E+11,1.17E+11,5.615
ABAD,d,20061202,0,765,769,765,769,89895,232519715,25,780,آباد,13850911,0,769,1.15E+11,150000000,,1.1475E+11,1.1535E+11,1.1475E+11,1.1535E+11,1.1535E+11,5.616
ABAD,d,20061203,0,755,760,755,756,110756,282562516,35,769,آباد,13850912,0,756,1.13E+11,150000000,,1.1325E+11,1.14E+11,1.1325E+11,1.134E+11,1.134E+11,5.617
ABAD,d,20061204,0,741,743,741,741,177536,444798686,40,756,آباد,13850913,0,741,1.11E+11,150000000,,1.1115E+11,1.1145E+11,1.1115E+11,1.1115E+11,1.1115E+11,5.618
ABAD,d,20061205,0,756,756,746,755,266767,680960251,60,741,آباد,13850914,0,755,1.13E+11,150000000,,1.134E+11,1.134E+11,1.119E+11,1.1325E+11,1.1325E+11,5.62
ABAD,d,20061206,0,770,770,766,770,1210861,3142727945,64,755,آباد,13850915,0,770,1.16E+11,150000000,,1.155E+11,1.155E+11,1.149E+11,1.155E+11,1.155E+11,5.628
ABAD,d,20061209,0,782,785,770,773,27368,72620294,18,770,آباد,13850918,0,773,1.16E+11,150000000,,1.173E+11,1.1775E+11,1.155E+11,1.1595E+11,1.1595E+11,5.628
ABAD,d,20061210,0,789,789,774,785,94651,252179151,29,773,آباد,13850919,0,785,1.18E+11,150000000,,1.1835E+11,1.1835E+11,1.161E+11,1.1775E+11,1.1775E+11,5.629
ABAD,d,20061211,0,798,801,786,786,15495,41747275,12,785,آباد,13850920,0,786,1.18E+11,150000000,,1.197E+11,1.2015E+11,1.179E+11,1.179E+11,1.179E+11,5.629
ABAD,d,20061212,0,772,786,772,786,4507,11808149,7,786,آباد,13850921,0,786,1.18E+11,150000000,,1.158E+11,1.179E+11,1.158E+11,1.179E+11,1.179E+11,5.629
ABAD,d,20061213,0,801,801,773,783,31084,81425365,15,786,آباد,13850922,0,783,1.17E+11,150000000,,1.2015E+11,1.2015E+11,1.1595E+11,1.1745E+11,1.1745E+11,5.629
ABAD,d,20061216,0,778,779,769,772,172346,450010117,38,783,آباد,13850925,0,772,1.16E+11,150000000,,1.167E+11,1.1685E+11,1.1535E+11,1.158E+11,1.158E+11,5.63
ABAD,d,20061217,0,782,782,760,772,14315,37043545,7,772,آباد,13850926,0,772,1.16E+11,150000000,,1.173E+11,1.173E+11,1.14E+11,1.158E+11,1.158E+11,5.63
ABAD,d,20061218,0,758,758,756,758,107936,276295790,27,772,آباد,13850927,0,758,1.14E+11,150000000,,1.137E+11,1.137E+11,1.134E+11,1.137E+11,1.137E+11,5.631
ABAD,d,20061219,0,769,769,746,757,21290,53946030,11,758,آباد,13850928,0,757,1.14E+11,150000000,,1.1535E+11,1.1535E+11,1.119E+11,1.1355E+11,1.1355E+11,5.631
ABAD,d,20061220,0,749,749,742,744,132834,334035721,34,757,آباد,13850929,0,744,1.12E+11,150000000,,1.1235E+11,1.1235E+11,1.113E+11,1.116E+11,1.116E+11,5.632
ABAD,d,20061223,0,739,741,737,741,61785,154296610,12,744,آباد,13851002,0,741,1.11E+11,150000000,,1.1085E+11,1.1115E+11,1.1055E+11,1.1115E+11,1.1115E+11,5.632
ABAD,d,20061224,0,726,754,726,735,154205,383472731,28,741,آباد,13851003,0,735,1.10E+11,150000000,,1.089E+11,1.131E+11,1.089E+11,1.1025E+11,1.1025E+11,5.633
ABAD,d,20061225,0,735,735,721,723,102240,249243720,30,735,آباد,13851004,0,723,1.08E+11,150000000,,1.1025E+11,1.1025E+11,1.0815E+11,1.0845E+11,1.0845E+11,5.634
ABAD,d,20061226,0,709,712,709,712,94445,226290320,23,723,آباد,13851005,0,712,1.07E+11,150000000,,1.0635E+11,1.068E+11,1.0635E+11,1.068E+11,1.068E+11,5.635
ABAD,d,20061227,0,698,726,698,700,387956,941541438,30,712,آباد,13851006,0,700,1.05E+11,150000000,,1.047E+11,1.089E+11,1.047E+11,1.05E+11,1.05E+11,5.637
ABAD,d,20061230,0,698,714,687,708,131866,315782996,26,700,آباد,13851009,0,708,1.06E+11,150000000,,1.047E+11,1.071E+11,1.0305E+11,1.062E+11,1.062E+11,5.638
ABAD,d,20070101,0,722,722,710,710,15557,37974227,7,708,آباد,13851011,0,710,1.07E+11,150000000,,1.083E+11,1.083E+11,1.065E+11,1.065E+11,1.065E+11,5.638
ABAD,d,20070102,0,711,711,710,710,5091,12223863,3,710,آباد,13851012,0,710,1.07E+11,150000000,,1.0665E+11,1.0665E+11,1.065E+11,1.065E+11,1.065E+11,5.638
ABAD,d,20070103,0,713,714,710,710,10486,25287802,7,710,آباد,13851013,0,710,1.07E+11,150000000,,1.0695E+11,1.071E+11,1.065E+11,1.065E+11,1.065E+11,5.638
ABAD,d,20070106,0,719,724,714,714,33010,80765130,12,710,آباد,13851016,0,714,1.07E+11,150000000,,1.0785E+11,1.086E+11,1.071E+11,1.071E+11,1.071E+11,5.639
ABAD,d,20070107,0,714,725,714,714,14588,35244333,9,714,آباد,13851017,0,714,1.07E+11,150000000,,1.071E+11,1.0875E+11,1.071E+11,1.071E+11,1.071E+11,5.639
ABAD,d,20070109,0,721,728,700,718,96778,235360230,20,714,آباد,13851019,0,718,1.08E+11,150000000,,1.0815E+11,1.092E+11,1.05E+11,1.077E+11,1.077E+11,5.639
ABAD,d,20070110,0,732,732,718,726,77366,190981996,15,718,آباد,13851020,0,726,1.09E+11,150000000,,1.098E+11,1.098E+11,1.077E+11,1.089E+11,1.089E+11,5.64
ABAD,d,20070113,0,732,740,732,735,75760,189525840,14,726,آباد,13851023,0,735,1.10E+11,150000000,,1.098E+11,1.11E+11,1.098E+11,1.1025E+11,1.1025E+11,5.64
ABAD,d,20070114,0,749,749,748,748,108438,274672129,33,735,آباد,13851024,0,748,1.12E+11,150000000,,1.1235E+11,1.1235E+11,1.122E+11,1.122E+11,1.122E+11,5.641
ABAD,d,20070115,0,762,762,733,741,183592,460001262,41,748,آباد,13851025,0,741,1.11E+11,150000000,,1.143E+11,1.143E+11,1.0995E+11,1.1115E+11,1.1115E+11,5.642
ABAD,d,20070116,0,727,741,726,727,196816,483427040,41,741,آباد,13851026,0,727,1.09E+11,150000000,,1.0905E+11,1.1115E+11,1.089E+11,1.0905E+11,1.0905E+11,5.644
ABAD,d,20070117,0,713,741,712,722,257502,628590974,43,727,آباد,13851027,0,722,1.08E+11,150000000,,1.0695E+11,1.1115E+11,1.068E+11,1.083E+11,1.083E+11,5.645
ABAD,d,20070120,0,736,736,736,736,164720,409988080,31,722,آباد,13851030,0,736,1.10E+11,150000000,,1.104E+11,1.104E+11,1.104E+11,1.104E+11,1.104E+11,5.646
ABAD,d,20070121,0,751,751,751,751,141550,359253900,37,736,آباد,13851101,0,751,1.13E+11,150000000,,1.1265E+11,1.1265E+11,1.1265E+11,1.1265E+11,1.1265E+11,5.647
ABAD,d,20070122,0,766,766,766,766,120000,310560000,18,751,آباد,13851102,0,766,1.15E+11,150000000,,1.149E+11,1.149E+11,1.149E+11,1.149E+11,1.149E+11,5.648
ABAD,d,20070123,0,758,781,751,770,244944,637557446,62,766,آباد,13851103,0,770,1.16E+11,150000000,,1.137E+11,1.1715E+11,1.1265E+11,1.155E+11,1.155E+11,5.65
ABAD,d,20070124,0,754,765,754,759,87737,223914500,25,770,آباد,13851104,0,759,1.14E+11,150000000,,1.131E+11,1.1475E+11,1.131E+11,1.1385E+11,1.1385E+11,5.65
ABAD,d,20070127,0,744,774,744,770,462285,1203596987,67,759,آباد,13851107,0,770,1.16E+11,150000000,,1.116E+11,1.161E+11,1.116E+11,1.155E+11,1.155E+11,5.653
ABAD,d,20070128,0,755,756,755,756,114085,291030940,29,770,آباد,13851108,0,756,1.13E+11,150000000,,1.1325E+11,1.134E+11,1.1325E+11,1.134E+11,1.134E+11,5.654
ABAD,d,20070131,0,756,756,740,751,50010,125685370,6,756,آباد,13851111,0,751,1.13E+11,150000000,,1.134E+11,1.134E+11,1.11E+11,1.1265E+11,1.1265E+11,5.654
ABAD,d,20070203,0,751,760,736,743,675872,1711847024,26,751,آباد,13851114,0,743,1.11E+11,150000000,,1.1265E+11,1.14E+11,1.104E+11,1.1145E+11,1.1145E+11,5.659
ABAD,d,20070204,0,743,751,743,743,12010,30229130,4,743,آباد,13851115,0,743,1.11E+11,150000000,,1.1145E+11,1.1265E+11,1.1145E+11,1.1145E+11,1.1145E+11,5.659
ABAD,d,20070205,0,729,734,729,734,74049,182382877,25,743,آباد,13851116,0,734,1.10E+11,150000000,,1.0935E+11,1.101E+11,1.0935E+11,1.101E+11,1.101E+11,5.66
ABAD,d,20070206,0,720,724,720,724,88020,214176768,25,734,آباد,13851117,0,724,1.09E+11,150000000,,1.08E+11,1.086E+11,1.08E+11,1.086E+11,1.086E+11,5.66
ABAD,d,20070207,0,710,738,709,713,323704,780188597,57,724,آباد,13851118,0,713,1.07E+11,150000000,,1.065E+11,1.107E+11,1.0635E+11,1.0695E+11,1.0695E+11,5.662
ABAD,d,20070210,0,727,727,727,727,208388,512207694,31,713,آباد,13851121,0,727,1.09E+11,150000000,,1.0905E+11,1.0905E+11,1.0905E+11,1.0905E+11,1.0905E+11,5.664
ABAD,d,20070213,0,741,741,741,741,174920,438344354,32,727,آباد,13851124,0,741,1.11E+11,150000000,,1.1115E+11,1.1115E+11,1.1115E+11,1.1115E+11,1.1115E+11,5.665
ABAD,d,20070214,0,727,756,727,747,128277,323845332,31,741,آباد,13851125,0,747,1.12E+11,150000000,,1.0905E+11,1.134E+11,1.0905E+11,1.1205E+11,1.1205E+11,5.666
ABAD,d,20070217,0,761,761,748,748,15373,39568162,5,747,آباد,13851128,0,748,1.12E+11,150000000,,1.1415E+11,1.1415E+11,1.122E+11,1.122E+11,1.122E+11,5.666
ABAD,d,20070218,0,746,763,746,760,98965,255273665,25,748,آباد,13851129,0,760,1.14E+11,150000000,,1.119E+11,1.1445E+11,1.119E+11,1.14E+11,1.14E+11,5.666
ABAD,d,20070219,0,775,775,769,775,183537,480769896,43,760,آباد,13851130,0,775,1.16E+11,150000000,,1.1625E+11,1.1625E+11,1.1535E+11,1.1625E+11,1.1625E+11,5.668
ABAD,d,20070220,0,790,790,782,782,62009,165623846,11,775,آباد,13851201,0,782,1.17E+11,150000000,,1.185E+11,1.185E+11,1.173E+11,1.173E+11,1.173E+11,5.668
ABAD,d,20070221,0,798,798,798,798,180965,488062605,28,782,آباد,13851202,0,798,1.20E+11,150000000,,1.197E+11,1.197E+11,1.197E+11,1.197E+11,1.197E+11,5.669
ABAD,d,20070224,0,814,814,805,810,135391,370952588,32,798,آباد,13851205,0,810,1.22E+11,150000000,,1.221E+11,1.221E+11,1.2075E+11,1.215E+11,1.215E+11,5.67
ABAD,d,20070225,0,810,811,810,810,17265,47292468,9,810,آباد,13851206,0,810,1.22E+11,150000000,,1.215E+11,1.2165E+11,1.215E+11,1.215E+11,1.215E+11,5.67
ABAD,d,20070226,0,826,826,825,826,967670,2701942037,137,810,آباد,13851207,0,826,1.24E+11,150000000,,1.239E+11,1.239E+11,1.2375E+11,1.239E+11,1.239E+11,5.677
ABAD,d,20070227,0,811,842,810,842,305421,853795514,36,826,آباد,13851208,0,842,1.26E+11,150000000,,1.2165E+11,1.263E+11,1.215E+11,1.263E+11,1.263E+11,5.679
ABAD,d,20070228,0,842,858,825,843,2743637,7671237668,55,842,آباد,13851209,0,843,1.26E+11,150000000,,1.263E+11,1.287E+11,1.2375E+11,1.2645E+11,1.2645E+11,5.697
ABAD,d,20070303,0,858,858,844,857,191057,553465335,37,843,آباد,13851212,0,857,1.29E+11,150000000,,1.287E+11,1.287E+11,1.266E+11,1.2855E+11,1.2855E+11,5.698
ABAD,d,20070304,0,858,874,858,865,207608,607050626,54,857,آباد,13851213,0,865,1.30E+11,150000000,,1.287E+11,1.311E+11,1.287E+11,1.2975E+11,1.2975E+11,5.7
ABAD,d,20070305,0,865,882,865,873,293553,864229818,29,865,آباد,13851214,0,873,1.31E+11,150000000,,1.2975E+11,1.323E+11,1.2975E+11,1.3095E+11,1.3095E+11,5.702
ABAD,d,20070306,0,890,890,861,879,255891,757918281,37,873,آباد,13851215,0,879,1.32E+11,150000000,,1.335E+11,1.335E+11,1.2915E+11,1.3185E+11,1.3185E+11,5.703
ABAD,d,20070307,0,862,878,862,878,19467,57607423,10,879,آباد,13851216,0,878,1.32E+11,150000000,,1.293E+11,1.317E+11,1.293E+11,1.317E+11,1.317E+11,5.704
ABAD,d,20070311,0,869,895,861,890,2615836,7911248382,63,878,آباد,13851220,0,890,1.34E+11,150000000,,1.3035E+11,1.3425E+11,1.2915E+11,1.335E+11,1.335E+11,5.721
ABAD,d,20070319,0,894,912,894,903,57012,173958410,10,890,آباد,13851228,0,903,1.35E+11,150000000,,1.341E+11,1.368E+11,1.341E+11,1.3545E+11,1.3545E+11,5.721
ABAD,d,20070326,0,903,903,903,903,1000,3051000,1,903,آباد,13860106,0,903,1.35E+11,150000000,,1.3545E+11,1.3545E+11,1.3545E+11,1.3545E+11,1.3545E+11,5.721
ABAD,d,20070327,0,920,921,912,912,64533,200824406,14,903,آباد,13860107,0,912,1.37E+11,150000000,,1.38E+11,1.3815E+11,1.368E+11,1.368E+11,1.368E+11,5.722
ABAD,d,20070331,0,924,930,915,915,30010,93868840,9,912,آباد,13860111,0,915,1.37E+11,150000000,,1.386E+11,1.395E+11,1.3725E+11,1.3725E+11,1.3725E+11,5.722
ABAD,d,20070403,0,933,933,923,923,54010,170401210,16,915,آباد,13860114,0,923,1.38E+11,150000000,,1.3995E+11,1.3995E+11,1.3845E+11,1.3845E+11,1.3845E+11,5.722
ABAD,d,20070404,0,942,942,927,927,23360,74354380,15,923,آباد,13860115,0,927,1.39E+11,150000000,,1.413E+11,1.413E+11,1.3905E+11,1.3905E+11,1.3905E+11,5.723
ABAD,d,20070407,0,945,945,945,945,228875,731164615,52,927,آباد,13860118,0,945,1.42E+11,150000000,,1.4175E+11,1.4175E+11,1.4175E+11,1.4175E+11,1.4175E+11,5.724
ABAD,d,20070408,0,945,947,932,942,72992,232150896,31,945,آباد,13860119,0,942,1.41E+11,150000000,,1.4175E+11,1.4205E+11,1.398E+11,1.413E+11,1.413E+11,5.725
ABAD,d,20070409,0,925,942,924,940,112773,358196265,22,942,آباد,13860120,0,940,1.41E+11,150000000,,1.3875E+11,1.413E+11,1.386E+11,1.41E+11,1.41E+11,5.725
ABAD,d,20070410,0,926,926,921,922,121307,378054390,32,940,آباد,13860121,0,922,1.38E+11,150000000,,1.389E+11,1.389E+11,1.3815E+11,1.383E+11,1.383E+11,5.726
ABAD,d,20070411,0,903,921,903,921,1638,5003062,2,922,آباد,13860122,0,921,1.38E+11,150000000,,1.3545E+11,1.3815E+11,1.3545E+11,1.3815E+11,1.3815E+11,5.726
ABAD,d,20070415,0,903,918,903,918,25060,76508670,5,921,آباد,13860126,0,918,1.38E+11,150000000,,1.3545E+11,1.377E+11,1.3545E+11,1.377E+11,1.377E+11,5.726
ABAD,d,20070416,0,899,899,899,899,136000,413440000,35,918,آباد,13860127,0,899,1.35E+11,150000000,,1.3485E+11,1.3485E+11,1.3485E+11,1.3485E+11,1.3485E+11,5.727
ABAD,d,20070417,0,899,899,882,898,15435,46476860,5,899,آباد,13860128,0,898,1.35E+11,150000000,,1.3485E+11,1.3485E+11,1.323E+11,1.347E+11,1.347E+11,5.727
ABAD,d,20070418,0,880,894,880,894,26316,78316886,10,898,آباد,13860129,0,894,1.34E+11,150000000,,1.32E+11,1.341E+11,1.32E+11,1.341E+11,1.341E+11,5.727
ABAD,d,20070421,0,877,877,877,877,120000,355560000,20,894,آباد,13860201,0,877,1.32E+11,150000000,,1.3155E+11,1.3155E+11,1.3155E+11,1.3155E+11,1.3155E+11,5.728
ABAD,d,20070422,0,859,877,859,861,599027,1742913595,146,877,آباد,13860202,0,861,1.29E+11,150000000,,1.2885E+11,1.3155E+11,1.2885E+11,1.2915E+11,1.2915E+11,5.732
ABAD,d,20070423,0,877,878,873,877,178704,530098944,46,861,آباد,13860203,0,877,1.32E+11,150000000,,1.3155E+11,1.317E+11,1.3095E+11,1.3155E+11,1.3155E+11,5.733
ABAD,d,20070424,0,877,878,877,877,23735,70399605,14,877,آباد,13860204,0,877,1.32E+11,150000000,,1.3155E+11,1.317E+11,1.3155E+11,1.3155E+11,1.3155E+11,5.734
ABAD,d,20070425,0,877,887,877,879,169391,503400833,45,877,آباد,13860205,0,879,1.32E+11,150000000,,1.3155E+11,1.3305E+11,1.3155E+11,1.3185E+11,1.3185E+11,5.735
ABAD,d,20070428,0,887,887,867,879,41229,122376700,12,879,آباد,13860208,0,879,1.32E+11,150000000,,1.3305E+11,1.3305E+11,1.3005E+11,1.3185E+11,1.3185E+11,5.735
ABAD,d,20070429,0,861,875,861,875,25954,75552554,8,879,آباد,13860209,0,875,1.31E+11,150000000,,1.2915E+11,1.3125E+11,1.2915E+11,1.3125E+11,1.3125E+11,5.735
ABAD,d,20070430,0,873,873,858,870,41620,121350994,13,875,آباد,13860210,0,870,1.31E+11,150000000,,1.3095E+11,1.3095E+11,1.287E+11,1.305E+11,1.305E+11,5.735
ABAD,d,20070501,0,853,869,853,869,307171,890737154,8,870,آباد,13860211,0,869,1.30E+11,150000000,,1.2795E+11,1.3035E+11,1.2795E+11,1.3035E+11,1.3035E+11,5.738
ABAD,d,20070502,0,852,865,852,865,32830,94673760,12,869,آباد,13860212,0,865,1.30E+11,150000000,,1.278E+11,1.2975E+11,1.278E+11,1.2975E+11,1.2975E+11,5.738
ABAD,d,20070505,0,852,863,848,863,17023,48855100,11,865,آباد,13860215,0,863,1.29E+11,150000000,,1.278E+11,1.2945E+11,1.272E+11,1.2945E+11,1.2945E+11,5.738
ABAD,d,20070506,0,845,859,845,859,26993,77146444,10,863,آباد,13860216,0,859,1.29E+11,150000000,,1.2675E+11,1.2885E+11,1.2675E+11,1.2885E+11,1.2885E+11,5.738
ABAD,d,20070508,0,842,851,842,851,56681,161262470,21,859,آباد,13860218,0,851,1.28E+11,150000000,,1.263E+11,1.2765E+11,1.263E+11,1.2765E+11,1.2765E+11,5.738
ABAD,d,20070509,0,834,844,834,844,51176,144290474,19,851,آباد,13860219,0,844,1.27E+11,150000000,,1.251E+11,1.266E+11,1.251E+11,1.266E+11,1.266E+11,5.739
ABAD,d,20070512,0,843,849,843,846,54028,154982695,11,844,آباد,13860222,0,846,1.27E+11,150000000,,1.2645E+11,1.2735E+11,1.2645E+11,1.269E+11,1.269E+11,5.739
ABAD,d,20070513,0,846,863,846,854,399804,1148328648,30,846,آباد,13860223,0,854,1.28E+11,150000000,,1.269E+11,1.2945E+11,1.269E+11,1.281E+11,1.281E+11,5.742
ABAD,d,20070514,0,870,871,864,864,75011,220697165,12,854,آباد,13860224,0,864,1.30E+11,150000000,,1.305E+11,1.3065E+11,1.296E+11,1.296E+11,1.296E+11,5.742
ABAD,d,20070515,0,882,882,878,881,167435,498788609,49,864,آباد,13860225,0,881,1.32E+11,150000000,,1.323E+11,1.323E+11,1.317E+11,1.3215E+11,1.3215E+11,5.743
ABAD,d,20070516,0,880,893,864,878,70010,207318085,18,881,آباد,13860226,0,878,1.32E+11,150000000,,1.32E+11,1.3395E+11,1.296E+11,1.317E+11,1.317E+11,5.744
