<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<VAL>,<COUNT>,<PREVIOUS>,<COL1>,<COL2>,<TIME>,<TSEClose>,<MarketValue>,<ShareCount>,,<OPENMarketValue>,<HIGHMarketValue>,<LOWMarketValue>,<CloseMarketValue>,<TseCloseMarketValue>,TradedOfTotalMarket
ABAD,d,20150630,0,1960,2075,1960,2075,745215,1842262816,178,1987,آباد,13940409,0,2035,4.07E+11,200000000,,3.92E+11,4.15E+11,3.92E+11,4.15E+11,4.07E+11,8.628
ABAD,d,20150701,0,2054,2128,2017,2017,369452,920626227,107,2035,آباد,13940410,0,2052,4.10E+11,200000000,,4.108E+11,4.256E+11,4.034E+11,4.034E+11,4.104E+11,8.63
ABAD,d,20150704,0,2017,2124,2017,2058,1395387,3501082897,280,2052,آباد,13940413,0,2066,4.13E+11,200000000,,4.034E+11,4.248E+11,4.034E+11,4.116E+11,4.132E+11,8.637
ABAD,d,20150705,0,2075,2169,2058,2169,2611269,6754473215,367,2066,آباد,13940414,0,2130,4.26E+11,200000000,,4.15E+11,4.338E+11,4.116E+11,4.338E+11,4.26E+11,8.65
ABAD,d,20150706,0,2182,2236,2182,2236,910297,2455411110,147,2130,آباد,13940415,0,2220,4.44E+11,200000000,,4.364E+11,4.472E+11,4.364E+11,4.472E+11,4.44E+11,8.655
ABAD,d,20150707,0,2272,2331,2272,2331,2819091,7968848353,326,2220,آباد,13940416,0,2327,4.65E+11,200000000,,4.544E+11,4.662E+11,4.544E+11,4.662E+11,4.654E+11,8.669
ABAD,d,20150711,0,2231,2435,2231,2371,1008416,2871911319,316,2327,آباد,13940420,0,2345,4.69E+11,200000000,,4.462E+11,4.87E+11,4.462E+11,4.742E+11,4.69E+11,8.674
ABAD,d,20150712,0,2411,2424,2252,2260,992356,2767126996,226,2345,آباد,13940421,0,2295,4.59E+11,200000000,,4.822E+11,4.848E+11,4.504E+11,4.52E+11,4.59E+11,8.679
ABAD,d,20150713,0,2305,2388,2257,2283,1562875,4411608899,327,2295,آباد,13940422,0,2324,4.65E+11,200000000,,4.61E+11,4.776E+11,4.514E+11,4.566E+11,4.648E+11,8.687
ABAD,d,20150714,0,2385,2385,2208,2224,1061389,2894309835,197,2324,آباد,13940423,0,2245,4.49E+11,200000000,,4.77E+11,4.77E+11,4.416E+11,4.448E+11,4.49E+11,8.692
ABAD,d,20150715,0,2304,2304,2133,2133,1280822,3334692730,160,2245,آباد,13940424,0,2144,4.29E+11,200000000,,4.608E+11,4.608E+11,4.266E+11,4.266E+11,4.288E+11,8.698
ABAD,d,20150727,0,2100,2247,2100,2132,873957,2142369226,123,2144,آباد,13940505,0,2213,4.43E+11,200000000,,4.2E+11,4.494E+11,4.2E+11,4.264E+11,4.426E+11,8.703
ABAD,d,20150728,0,2158,2303,2158,2212,635341,1565217699,79,2213,آباد,13940506,0,2225,4.45E+11,200000000,,4.316E+11,4.606E+11,4.316E+11,4.424E+11,4.45E+11,8.706
ABAD,d,20150729,0,2310,2310,2182,2212,847008,2082625980,95,2225,آباد,13940507,0,2221,4.44E+11,200000000,,4.62E+11,4.62E+11,4.364E+11,4.424E+11,4.442E+11,8.71
ABAD,d,20150801,0,2199,2303,2167,2258,1093045,2730997280,178,2221,آباد,13940510,0,2257,4.51E+11,200000000,,4.398E+11,4.606E+11,4.334E+11,4.516E+11,4.514E+11,8.716
ABAD,d,20150802,0,2258,2362,2200,2221,1061415,2672797606,180,2257,آباد,13940511,0,2274,4.55E+11,200000000,,4.516E+11,4.724E+11,4.4E+11,4.442E+11,4.548E+11,8.721
ABAD,d,20150803,0,2321,2321,2258,2276,1359806,3451753369,243,2274,آباد,13940512,0,2292,4.58E+11,200000000,,4.642E+11,4.642E+11,4.516E+11,4.552E+11,4.584E+11,8.728
ABAD,d,20150804,0,2259,2260,2218,2233,691802,1716026019,153,2292,آباد,13940513,0,2240,4.48E+11,200000000,,4.518E+11,4.52E+11,4.436E+11,4.466E+11,4.48E+11,8.731
ABAD,d,20150810,0,2221,2221,2213,2213,20600,50658000,7,2240,آباد,13940519,0,2239,4.48E+11,200000000,,4.442E+11,4.442E+11,4.426E+11,4.426E+11,4.478E+11,8.731
ABAD,d,20150812,0,2176,2217,2128,2152,664271,1567031353,140,2239,آباد,13940521,0,2130,4.26E+11,200000000,,4.352E+11,4.434E+11,4.256E+11,4.304E+11,4.26E+11,8.735
ABAD,d,20150815,0,2148,2171,2070,2070,384430,893905327,75,2130,آباد,13940524,0,2100,4.20E+11,200000000,,4.296E+11,4.342E+11,4.14E+11,4.14E+11,4.2E+11,8.737
ABAD,d,20150816,0,2102,2203,2093,2149,770046,1841975319,170,2100,آباد,13940525,0,2160,4.32E+11,200000000,,4.204E+11,4.406E+11,4.186E+11,4.298E+11,4.32E+11,8.74
ABAD,d,20150817,0,2258,2258,2088,2088,62426,147060457,28,2160,آباد,13940526,0,2150,4.30E+11,200000000,,4.516E+11,4.516E+11,4.176E+11,4.176E+11,4.3E+11,8.741
ABAD,d,20150818,0,2088,2157,2043,2054,352484,801239405,83,2150,آباد,13940527,0,2053,4.11E+11,200000000,,4.176E+11,4.314E+11,4.086E+11,4.108E+11,4.106E+11,8.743
ABAD,d,20150819,0,2154,2154,2015,2077,1199211,2731083057,198,2053,آباد,13940528,0,2056,4.11E+11,200000000,,4.308E+11,4.308E+11,4.03E+11,4.154E+11,4.112E+11,8.749
ABAD,d,20150822,0,2140,2158,2077,2095,489168,1144559390,84,2056,آباد,13940531,0,2113,4.23E+11,200000000,,4.28E+11,4.316E+11,4.154E+11,4.19E+11,4.226E+11,8.751
ABAD,d,20150823,0,2055,2121,2007,2067,798486,1792059235,138,2113,آباد,13940601,0,2026,4.05E+11,200000000,,4.11E+11,4.242E+11,4.014E+11,4.134E+11,4.052E+11,8.755
ABAD,d,20150824,0,2005,2054,1978,1987,586119,1298217768,123,2026,آباد,13940602,0,2000,4.00E+11,200000000,,4.01E+11,4.108E+11,3.956E+11,3.974E+11,4E+11,8.758
ABAD,d,20150825,0,1996,1996,1905,1935,357015,767202237,76,2000,آباد,13940603,0,1941,3.88E+11,200000000,,3.992E+11,3.992E+11,3.81E+11,3.87E+11,3.882E+11,8.76
ABAD,d,20150826,0,1942,1978,1860,1896,256956,547740104,67,1941,آباد,13940604,0,1925,3.85E+11,200000000,,3.884E+11,3.956E+11,3.72E+11,3.792E+11,3.85E+11,8.761
ABAD,d,20150829,0,1872,2014,1872,2005,808017,1790850660,82,1925,آباد,13940607,0,2001,4.00E+11,200000000,,3.744E+11,4.028E+11,3.744E+11,4.01E+11,4.002E+11,8.765
ABAD,d,20150830,0,1987,2026,1919,1969,58020,125765706,33,2001,آباد,13940608,0,1990,3.98E+11,200000000,,3.974E+11,4.052E+11,3.838E+11,3.938E+11,3.98E+11,8.765
ABAD,d,20150831,0,1987,1987,1927,1951,153675,331872879,36,1990,آباد,13940609,0,1964,3.93E+11,200000000,,3.974E+11,3.974E+11,3.854E+11,3.902E+11,3.928E+11,8.766
ABAD,d,20150901,0,1985,2009,1951,1951,115258,252100754,47,1964,آباد,13940610,0,1970,3.94E+11,200000000,,3.97E+11,4.018E+11,3.902E+11,3.902E+11,3.94E+11,8.767
ABAD,d,20150902,0,1951,2059,1951,2013,560637,1249902525,90,1970,آباد,13940611,0,2013,4.03E+11,200000000,,3.902E+11,4.118E+11,3.902E+11,4.026E+11,4.026E+11,8.769
ABAD,d,20150905,0,1996,2091,1969,2054,346028,778777438,85,2013,آباد,13940614,0,2033,4.07E+11,200000000,,3.992E+11,4.182E+11,3.938E+11,4.108E+11,4.066E+11,8.771
ABAD,d,20150906,0,2095,2095,1978,1996,252160,556984024,54,2033,آباد,13940615,0,1995,3.99E+11,200000000,,4.19E+11,4.19E+11,3.956E+11,3.992E+11,3.99E+11,8.772
ABAD,d,20150907,0,2031,2031,1961,1969,212017,464250090,57,1995,آباد,13940616,0,1979,3.96E+11,200000000,,4.062E+11,4.062E+11,3.922E+11,3.938E+11,3.958E+11,8.774
ABAD,d,20150908,0,2014,2014,1964,1969,70726,154529435,39,1979,آباد,13940617,0,1977,3.95E+11,200000000,,4.028E+11,4.028E+11,3.928E+11,3.938E+11,3.954E+11,8.774
ABAD,d,20150909,0,1969,2032,1969,1979,302494,668258990,65,1977,آباد,13940618,0,1995,3.99E+11,200000000,,3.938E+11,4.064E+11,3.938E+11,3.958E+11,3.99E+11,8.775
ABAD,d,20150912,0,2005,2045,1963,1970,229246,507090783,51,1995,آباد,13940621,0,1998,4.00E+11,200000000,,4.01E+11,4.09E+11,3.926E+11,3.94E+11,3.996E+11,8.777
ABAD,d,20150913,0,1960,1969,1898,1905,304562,646719637,61,1998,آباد,13940622,0,1917,3.83E+11,200000000,,3.92E+11,3.938E+11,3.796E+11,3.81E+11,3.834E+11,8.778
ABAD,d,20150914,0,1905,1941,1851,1930,54917,114989744,26,1917,آباد,13940623,0,1911,3.82E+11,200000000,,3.81E+11,3.882E+11,3.702E+11,3.86E+11,3.822E+11,8.778
ABAD,d,20150915,0,1923,1923,1816,1816,565797,1148439194,86,1911,آباد,13940624,0,1833,3.67E+11,200000000,,3.846E+11,3.846E+11,3.632E+11,3.632E+11,3.666E+11,8.781
ABAD,d,20150916,0,1770,1875,1762,1838,752672,1505988856,122,1833,آباد,13940625,0,1807,3.61E+11,200000000,,3.54E+11,3.75E+11,3.524E+11,3.676E+11,3.614E+11,8.785
ABAD,d,20150919,0,1857,1897,1857,1897,214099,449583281,38,1807,آباد,13940628,0,1884,3.77E+11,200000000,,3.714E+11,3.794E+11,3.714E+11,3.794E+11,3.768E+11,8.786
ABAD,d,20150920,0,1978,1978,1857,1923,2759534,5959007006,331,1884,آباد,13940629,0,1950,3.90E+11,200000000,,3.956E+11,3.956E+11,3.714E+11,3.846E+11,3.9E+11,8.8
ABAD,d,20150921,0,1986,1986,1869,1906,624983,1319514282,115,1950,آباد,13940630,0,1906,3.81E+11,200000000,,3.972E+11,3.972E+11,3.738E+11,3.812E+11,3.812E+11,8.803
ABAD,d,20150922,0,1942,2001,1880,2001,1482652,3257180864,182,1906,آباد,13940631,0,1984,3.97E+11,200000000,,3.884E+11,4.002E+11,3.76E+11,4.002E+11,3.968E+11,8.81
ABAD,d,20150923,0,2054,2077,1987,2030,925847,2090947870,149,1984,آباد,13940701,0,2039,4.08E+11,200000000,,4.108E+11,4.154E+11,3.974E+11,4.06E+11,4.078E+11,8.815
ABAD,d,20150926,0,2039,2039,1942,1953,356313,774530258,52,2039,آباد,13940704,0,1963,3.93E+11,200000000,,4.078E+11,4.078E+11,3.884E+11,3.906E+11,3.926E+11,8.817
ABAD,d,20150927,0,1942,2011,1899,1986,491688,1067851110,77,1963,آباد,13940705,0,1961,3.92E+11,200000000,,3.884E+11,4.022E+11,3.798E+11,3.972E+11,3.922E+11,8.819
ABAD,d,20150928,0,1914,2059,1914,2059,578860,1310547511,96,1961,آباد,13940706,0,2044,4.09E+11,200000000,,3.828E+11,4.118E+11,3.828E+11,4.118E+11,4.088E+11,8.822
ABAD,d,20150929,0,2086,2120,2023,2023,902846,2074271305,179,2044,آباد,13940707,0,2074,4.15E+11,200000000,,4.172E+11,4.24E+11,4.046E+11,4.046E+11,4.148E+11,8.827
ABAD,d,20150930,0,2077,2084,1997,2032,231185,516422159,62,2074,آباد,13940708,0,2017,4.03E+11,200000000,,4.154E+11,4.168E+11,3.994E+11,4.064E+11,4.034E+11,8.828
ABAD,d,20151003,0,2042,2064,1919,1949,481737,1047405868,88,2017,آباد,13940711,0,1963,3.93E+11,200000000,,4.084E+11,4.128E+11,3.838E+11,3.898E+11,3.926E+11,8.83
ABAD,d,20151004,0,1987,2018,1897,1967,197620,429572285,61,1963,آباد,13940712,0,1963,3.93E+11,200000000,,3.974E+11,4.036E+11,3.794E+11,3.934E+11,3.926E+11,8.831
ABAD,d,20151005,0,2013,2013,1896,1896,181744,387389645,70,1963,آباد,13940713,0,1932,3.86E+11,200000000,,4.026E+11,4.026E+11,3.792E+11,3.792E+11,3.864E+11,8.832
ABAD,d,20151006,0,1967,1967,1842,1871,246968,511293723,55,1932,آباد,13940714,0,1869,3.74E+11,200000000,,3.934E+11,3.934E+11,3.684E+11,3.742E+11,3.738E+11,8.833
ABAD,d,20151007,0,1851,1942,1851,1896,246506,511661379,53,1869,آباد,13940715,0,1875,3.75E+11,200000000,,3.702E+11,3.884E+11,3.702E+11,3.792E+11,3.75E+11,8.835
ABAD,d,20151010,0,1820,1933,1820,1861,197863,413580987,47,1875,آباد,13940718,0,1886,3.77E+11,200000000,,3.64E+11,3.866E+11,3.64E+11,3.722E+11,3.772E+11,8.836
ABAD,d,20151011,0,1851,1932,1851,1896,528111,1113076855,100,1886,آباد,13940719,0,1904,3.81E+11,200000000,,3.702E+11,3.864E+11,3.702E+11,3.792E+11,3.808E+11,8.838
ABAD,d,20151012,0,1941,1962,1923,1941,174855,376774228,24,1904,آباد,13940720,0,1934,3.87E+11,200000000,,3.882E+11,3.924E+11,3.846E+11,3.882E+11,3.868E+11,8.839
ABAD,d,20151013,0,1941,2031,1914,2031,704951,1564965482,122,1934,آباد,13940721,0,2005,4.01E+11,200000000,,3.882E+11,4.062E+11,3.828E+11,4.062E+11,4.01E+11,8.843
ABAD,d,20151014,0,2075,2103,2034,2036,516217,1178650211,119,2005,آباد,13940722,0,2062,4.12E+11,200000000,,4.15E+11,4.206E+11,4.068E+11,4.072E+11,4.124E+11,8.845
ABAD,d,20151017,0,2023,2131,1987,2104,786631,1792430448,133,2062,آباد,13940725,0,2058,4.12E+11,200000000,,4.046E+11,4.262E+11,3.974E+11,4.208E+11,4.116E+11,8.849
ABAD,d,20151018,0,2138,2138,1971,1978,701460,1557181431,133,2058,آباد,13940726,0,2005,4.01E+11,200000000,,4.276E+11,4.276E+11,3.942E+11,3.956E+11,4.01E+11,8.853
ABAD,d,20151019,0,1970,1978,1942,1951,162767,351783499,46,2005,آباد,13940727,0,1965,3.93E+11,200000000,,3.94E+11,3.956E+11,3.884E+11,3.902E+11,3.93E+11,8.853
ABAD,d,20151020,0,2023,2063,1924,2054,1845185,4200053188,231,1965,آباد,13940728,0,2055,4.11E+11,200000000,,4.046E+11,4.126E+11,3.848E+11,4.108E+11,4.11E+11,8.863
ABAD,d,20151021,0,2077,2095,1969,1986,657106,1450986630,119,2055,آباد,13940729,0,1994,3.99E+11,200000000,,4.154E+11,4.19E+11,3.938E+11,3.972E+11,3.988E+11,8.866
ABAD,d,20151025,0,1924,1928,1895,1895,928945,1950438496,146,1994,آباد,13940803,0,1896,3.79E+11,200000000,,3.848E+11,3.856E+11,3.79E+11,3.79E+11,3.792E+11,8.871
ABAD,d,20151026,0,1960,1960,1864,1942,71520,150508130,30,1896,آباد,13940804,0,1897,3.79E+11,200000000,,3.92E+11,3.92E+11,3.728E+11,3.884E+11,3.794E+11,8.871
ABAD,d,20151027,0,1896,1956,1869,1870,349285,736926310,83,1897,آباد,13940805,0,1905,3.81E+11,200000000,,3.792E+11,3.912E+11,3.738E+11,3.74E+11,3.81E+11,8.873
ABAD,d,20151028,0,1885,1895,1853,1860,405202,837643762,80,1905,آباد,13940806,0,1867,3.73E+11,200000000,,3.77E+11,3.79E+11,3.706E+11,3.72E+11,3.734E+11,8.875
ABAD,d,20151031,0,1861,1904,1861,1865,276919,577828874,84,1867,آباد,13940809,0,1885,3.77E+11,200000000,,3.722E+11,3.808E+11,3.722E+11,3.73E+11,3.77E+11,8.876
ABAD,d,20151101,0,1867,1976,1867,1969,744922,1610876792,157,1885,آباد,13940810,0,1952,3.90E+11,200000000,,3.734E+11,3.952E+11,3.734E+11,3.938E+11,3.904E+11,8.88
ABAD,d,20151102,0,1955,1969,1907,1911,314313,674243187,75,1952,آباد,13940811,0,1937,3.87E+11,200000000,,3.91E+11,3.938E+11,3.814E+11,3.822E+11,3.874E+11,8.881
ABAD,d,20151103,0,1967,1967,1888,1914,319346,681056992,51,1937,آباد,13940812,0,1926,3.85E+11,200000000,,3.934E+11,3.934E+11,3.776E+11,3.828E+11,3.852E+11,8.883
ABAD,d,20151104,0,1957,1996,1918,1933,644389,1395403729,126,1926,آباد,13940813,0,1955,3.91E+11,200000000,,3.914E+11,3.992E+11,3.836E+11,3.866E+11,3.91E+11,8.886
ABAD,d,20151107,0,1987,2050,1960,2008,910400,2021855810,133,1955,آباد,13940816,0,2006,4.01E+11,200000000,,3.974E+11,4.1E+11,3.92E+11,4.016E+11,4.012E+11,8.891
ABAD,d,20151108,0,2041,2041,1942,1978,622828,1354762772,72,2006,آباد,13940817,0,1964,3.93E+11,200000000,,4.082E+11,4.082E+11,3.884E+11,3.956E+11,3.928E+11,8.894
ABAD,d,20151109,0,2005,2032,1982,1996,485878,1074420806,109,1964,آباد,13940818,0,1997,3.99E+11,200000000,,4.01E+11,4.064E+11,3.964E+11,3.992E+11,3.994E+11,8.896
ABAD,d,20151110,0,2032,2032,1978,1987,775185,1710351683,110,1997,آباد,13940819,0,1992,3.98E+11,200000000,,4.064E+11,4.064E+11,3.956E+11,3.974E+11,3.984E+11,8.9
ABAD,d,20151111,0,1987,2008,1946,1960,639697,1398503437,49,1992,آباد,13940820,0,1974,3.95E+11,200000000,,3.974E+11,4.016E+11,3.892E+11,3.92E+11,3.948E+11,8.903
ABAD,d,20151114,0,1987,1987,1897,1923,181969,387333948,48,1974,آباد,13940823,0,1933,3.87E+11,200000000,,3.974E+11,3.974E+11,3.794E+11,3.846E+11,3.866E+11,8.904
ABAD,d,20151115,0,1942,1988,1869,1882,970749,2046284676,139,1933,آباد,13940824,0,1904,3.81E+11,200000000,,3.884E+11,3.976E+11,3.738E+11,3.764E+11,3.808E+11,8.909
ABAD,d,20151116,0,1885,1932,1878,1923,630286,1316408471,83,1904,آباد,13940825,0,1886,3.77E+11,200000000,,3.77E+11,3.864E+11,3.756E+11,3.846E+11,3.772E+11,8.912
ABAD,d,20151117,0,1896,1940,1896,1935,261064,553993450,60,1886,آباد,13940826,0,1916,3.83E+11,200000000,,3.792E+11,3.88E+11,3.792E+11,3.87E+11,3.832E+11,8.914
ABAD,d,20151118,0,1948,2012,1948,1987,1988487,4406418631,258,1916,آباد,13940827,0,2001,4.00E+11,200000000,,3.896E+11,4.024E+11,3.896E+11,3.974E+11,4.002E+11,8.924
ABAD,d,20151121,0,1985,2008,1935,1955,779268,1703084080,113,2001,آباد,13940830,0,1973,3.95E+11,200000000,,3.97E+11,4.016E+11,3.87E+11,3.91E+11,3.946E+11,8.927
ABAD,d,20151122,0,1979,2011,1951,1952,249924,549545697,56,1973,آباد,13940901,0,1986,3.97E+11,200000000,,3.958E+11,4.022E+11,3.902E+11,3.904E+11,3.972E+11,8.929
ABAD,d,20151123,0,1978,1978,1907,1907,310614,667490975,44,1986,آباد,13940902,0,1941,3.88E+11,200000000,,3.956E+11,3.956E+11,3.814E+11,3.814E+11,3.882E+11,8.93
ABAD,d,20151124,0,1933,1972,1914,1921,92658,196845990,28,1941,آباد,13940903,0,1932,3.86E+11,200000000,,3.866E+11,3.944E+11,3.828E+11,3.842E+11,3.864E+11,8.931
ABAD,d,20151125,0,1917,1987,1917,1923,169946,363360243,28,1932,آباد,13940904,0,1931,3.86E+11,200000000,,3.834E+11,3.974E+11,3.834E+11,3.846E+11,3.862E+11,8.932
ABAD,d,20151128,0,1916,1933,1898,1898,43239,91653710,21,1931,آباد,13940907,0,1928,3.86E+11,200000000,,3.832E+11,3.866E+11,3.796E+11,3.796E+11,3.856E+11,8.932
ABAD,d,20151129,0,1886,1901,1832,1833,1546842,3172046460,304,1928,آباد,13940908,0,1852,3.70E+11,200000000,,3.772E+11,3.802E+11,3.664E+11,3.666E+11,3.704E+11,8.939
ABAD,d,20151130,0,1823,1885,1811,1873,1053023,2151331541,163,1852,آباد,13940909,0,1845,3.69E+11,200000000,,3.646E+11,3.77E+11,3.622E+11,3.746E+11,3.69E+11,8.945
ABAD,d,20151201,0,1894,1894,1806,1806,1814916,3669191211,277,1845,آباد,13940910,0,1826,3.65E+11,200000000,,3.788E+11,3.788E+11,3.612E+11,3.612E+11,3.652E+11,8.954
ABAD,d,20151205,0,1815,1858,1783,1797,631066,1266463652,137,1826,آباد,13940914,0,1812,3.62E+11,200000000,,3.63E+11,3.716E+11,3.566E+11,3.594E+11,3.624E+11,8.957
ABAD,d,20151206,0,1779,1797,1722,1722,1144067,2203820153,206,1812,آباد,13940915,0,1739,3.48E+11,200000000,,3.558E+11,3.594E+11,3.444E+11,3.444E+11,3.478E+11,8.963
ABAD,d,20151207,0,1719,1719,1653,1653,4454743,8183909689,503,1739,آباد,13940916,0,1659,3.32E+11,200000000,,3.438E+11,3.438E+11,3.306E+11,3.306E+11,3.318E+11,8.985
ABAD,d,20151208,0,1618,1679,1577,1671,1627656,2894203682,302,1659,آباد,13940917,0,1606,3.21E+11,200000000,,3.236E+11,3.358E+11,3.154E+11,3.342E+11,3.212E+11,8.993
ABAD,d,20151209,0,1676,1684,1635,1663,1036271,1919337291,169,1606,آباد,13940918,0,1672,3.34E+11,200000000,,3.352E+11,3.368E+11,3.27E+11,3.326E+11,3.344E+11,8.998
ABAD,d,20151213,0,1663,1697,1589,1590,731998,1315384090,148,1672,آباد,13940922,0,1623,3.25E+11,200000000,,3.326E+11,3.394E+11,3.178E+11,3.18E+11,3.246E+11,9.002
ABAD,d,20151214,0,1589,1598,1562,1579,639900,1119620954,100,1623,آباد,13940923,0,1580,3.16E+11,200000000,,3.178E+11,3.196E+11,3.124E+11,3.158E+11,3.16E+11,9.005
ABAD,d,20151215,0,1580,1625,1510,1548,689019,1185025426,150,1580,آباد,13940924,0,1553,3.11E+11,200000000,,3.16E+11,3.25E+11,3.02E+11,3.096E+11,3.106E+11,9.009
ABAD,d,20151216,0,1535,1560,1505,1535,433805,730889116,88,1553,آباد,13940925,0,1522,3.04E+11,200000000,,3.07E+11,3.12E+11,3.01E+11,3.07E+11,3.044E+11,9.011
ABAD,d,20151219,0,1511,1511,1456,1458,716732,1169617458,136,1522,آباد,13940928,0,1474,2.95E+11,200000000,,3.022E+11,3.022E+11,2.912E+11,2.916E+11,2.948E+11,9.014
ABAD,d,20151220,0,1454,1472,1401,1405,681256,1072243515,179,1474,آباد,13940929,0,1421,2.84E+11,200000000,,2.908E+11,2.944E+11,2.802E+11,2.81E+11,2.842E+11,9.018
ABAD,d,20151221,0,1401,1445,1401,1442,549329,868398893,86,1421,آباد,13940930,0,1428,2.86E+11,200000000,,2.802E+11,2.89E+11,2.802E+11,2.884E+11,2.856E+11,9.02
ABAD,d,20151222,0,1454,1454,1393,1445,326223,515381701,64,1428,آباد,13941001,0,1427,2.85E+11,200000000,,2.908E+11,2.908E+11,2.786E+11,2.89E+11,2.854E+11,9.022
ABAD,d,20151223,0,1445,1449,1402,1404,179393,283979518,33,1427,آباد,13941002,0,1429,2.86E+11,200000000,,2.89E+11,2.898E+11,2.804E+11,2.808E+11,2.858E+11,9.023
ABAD,d,20151226,0,1409,1420,1391,1404,565204,880001760,70,1429,آباد,13941005,0,1406,2.81E+11,200000000,,2.818E+11,2.84E+11,2.782E+11,2.808E+11,2.812E+11,9.026
ABAD,d,20151227,0,1396,1476,1396,1476,730757,1190413562,87,1406,آباد,13941006,0,1471,2.94E+11,200000000,,2.792E+11,2.952E+11,2.792E+11,2.952E+11,2.942E+11,9.03
ABAD,d,20151228,0,1517,1517,1451,1517,724253,1198712931,104,1471,آباد,13941007,0,1495,2.99E+11,200000000,,3.034E+11,3.034E+11,2.902E+11,3.034E+11,2.99E+11,9.033
ABAD,d,20151230,0,1495,1569,1495,1569,1077909,1866684743,135,1495,آباد,13941009,0,1564,3.13E+11,200000000,,2.99E+11,3.138E+11,2.99E+11,3.138E+11,3.128E+11,9.039
ABAD,d,20160102,0,1599,1599,1504,1535,914291,1544510533,103,1564,آباد,13941012,0,1525,3.05E+11,200000000,,3.198E+11,3.198E+11,3.008E+11,3.07E+11,3.05E+11,9.043
ABAD,d,20160103,0,1513,1570,1500,1534,345259,583850345,59,1525,آباد,13941013,0,1527,3.05E+11,200000000,,3.026E+11,3.14E+11,3E+11,3.068E+11,3.054E+11,9.045
ABAD,d,20160104,0,1558,1603,1535,1597,1449533,2566056060,157,1527,آباد,13941014,0,1598,3.20E+11,200000000,,3.116E+11,3.206E+11,3.07E+11,3.194E+11,3.196E+11,9.052
ABAD,d,20160105,0,1603,1678,1603,1678,1483495,2749971183,150,1598,آباد,13941015,0,1674,3.35E+11,200000000,,3.206E+11,3.356E+11,3.206E+11,3.356E+11,3.348E+11,9.059
ABAD,d,20160106,0,1725,1757,1689,1689,2613759,5037165461,317,1674,آباد,13941016,0,1740,3.48E+11,200000000,,3.45E+11,3.514E+11,3.378E+11,3.378E+11,3.48E+11,9.073
ABAD,d,20160109,0,1734,1734,1653,1653,1373002,2521561589,180,1740,آباد,13941019,0,1659,3.32E+11,200000000,,3.468E+11,3.468E+11,3.306E+11,3.306E+11,3.318E+11,9.079
ABAD,d,20160110,0,1577,1625,1577,1577,2341532,4098278173,298,1659,آباد,13941020,0,1580,3.16E+11,200000000,,3.154E+11,3.25E+11,3.154E+11,3.154E+11,3.16E+11,9.091
ABAD,d,20160111,0,1597,1649,1551,1607,984286,1736418870,173,1580,آباد,13941021,0,1593,3.19E+11,200000000,,3.194E+11,3.298E+11,3.102E+11,3.214E+11,3.186E+11,9.096
ABAD,d,20160112,0,1625,1625,1562,1563,589526,1033035879,121,1593,آباد,13941022,0,1582,3.16E+11,200000000,,3.25E+11,3.25E+11,3.124E+11,3.126E+11,3.164E+11,9.099
ABAD,d,20160113,0,1563,1661,1522,1661,2563298,4693453968,272,1582,آباد,13941023,0,1653,3.31E+11,200000000,,3.126E+11,3.322E+11,3.044E+11,3.322E+11,3.306E+11,9.112
ABAD,d,20160116,0,1731,1736,1690,1736,2223303,4257934347,267,1653,آباد,13941026,0,1729,3.46E+11,200000000,,3.462E+11,3.472E+11,3.38E+11,3.472E+11,3.458E+11,9.123
ABAD,d,20160117,0,1761,1766,1644,1644,821715,1512108632,125,1729,آباد,13941027,0,1662,3.32E+11,200000000,,3.522E+11,3.532E+11,3.288E+11,3.288E+11,3.324E+11,9.127
ABAD,d,20160118,0,1580,1634,1579,1599,1111214,1960413975,145,1662,آباد,13941028,0,1593,3.19E+11,200000000,,3.16E+11,3.268E+11,3.158E+11,3.198E+11,3.186E+11,9.133
ABAD,d,20160119,0,1660,1672,1603,1639,697874,1283764782,121,1593,آباد,13941029,0,1662,3.32E+11,200000000,,3.32E+11,3.344E+11,3.206E+11,3.278E+11,3.324E+11,9.136
ABAD,d,20160120,0,1617,1671,1579,1635,1522514,2715439356,214,1662,آباد,13941030,0,1611,3.22E+11,200000000,,3.234E+11,3.342E+11,3.158E+11,3.27E+11,3.222E+11,9.144
ABAD,d,20160123,0,1625,1691,1625,1691,1478917,2751221306,179,1611,آباد,13941103,0,1680,3.36E+11,200000000,,3.25E+11,3.382E+11,3.25E+11,3.382E+11,3.36E+11,9.151
ABAD,d,20160124,0,1692,1764,1689,1764,2974058,5730058311,444,1680,آباد,13941104,0,1740,3.48E+11,200000000,,3.384E+11,3.528E+11,3.378E+11,3.528E+11,3.48E+11,9.166
ABAD,d,20160125,0,1805,1827,1752,1791,2269880,4523902064,343,1740,آباد,13941105,0,1800,3.60E+11,200000000,,3.61E+11,3.654E+11,3.504E+11,3.582E+11,3.6E+11,9.177
ABAD,d,20160126,0,1791,1889,1790,1871,2729746,5677313114,387,1800,آباد,13941106,0,1878,3.76E+11,200000000,,3.582E+11,3.778E+11,3.58E+11,3.742E+11,3.756E+11,9.191
